returned_episode_lengths,returned_episode_returns,returned_episode_solved,delay,method,level,execute_horizon
50.168945,0.98583984,0.9897461,0,realtime,worlds/l/cartpole_thrust.json,7
47.816895,0.96875,0.93408203,0,realtime,worlds/l/hard_lunar_lander.json,7
78.35547,0.9736328,0.8535156,0,realtime,worlds/l/mjc_half_cheetah.json,7
189.87402,0.9667969,0.86865234,0,realtime,worlds/l/mjc_swimmer.json,7
207.19092,0.5600586,0.52441406,0,realtime,worlds/l/mjc_walker.json,7
84.04785,0.99658203,0.9946289,0,realtime,worlds/l/h17_unicycle.json,7
48.65332,0.99365234,0.9404297,0,realtime,worlds/l/chain_lander.json,7
69.28467,0.91845703,0.9326172,0,realtime,worlds/l/catcher_v3.json,7
171.73486,0.8076172,0.8466797,0,realtime,worlds/l/trampoline.json,7
56.617188,0.94384766,0.9277344,0,realtime,worlds/l/car_launch.json,7
35.956055,0.9765625,0.95458984,0,bid,worlds/l/grasp_easy.json,7
135.91113,0.5834961,0.5708008,0,bid,worlds/l/catapult.json,7
49.706055,0.9824219,0.98779297,0,bid,worlds/l/cartpole_thrust.json,7
47.51758,0.96972656,0.9350586,0,bid,worlds/l/hard_lunar_lander.json,7
80.23779,0.9746094,0.8691406,0,bid,worlds/l/mjc_half_cheetah.json,7
195.604,0.9506836,0.8598633,0,bid,worlds/l/mjc_swimmer.json,7
210.62451,0.51708984,0.4814453,0,bid,worlds/l/mjc_walker.json,7
85.714355,0.9916992,0.9941406,0,bid,worlds/l/h17_unicycle.json,7
48.703613,0.99658203,0.94384766,0,bid,worlds/l/chain_lander.json,7
69.45166,0.90283203,0.91845703,0,bid,worlds/l/catcher_v3.json,7
171.98193,0.79541016,0.8330078,0,bid,worlds/l/trampoline.json,7
54.580566,0.9604492,0.94628906,0,bid,worlds/l/car_launch.json,7
35.762695,0.97998047,0.9589844,0,hard_masking,worlds/l/grasp_easy.json,7
137.07764,0.5786133,0.56347656,0,hard_masking,worlds/l/catapult.json,7
50.168945,0.98583984,0.9897461,0,hard_masking,worlds/l/cartpole_thrust.json,7
47.816895,0.96875,0.93408203,0,hard_masking,worlds/l/hard_lunar_lander.json,7
78.20703,0.97558594,0.85009766,0,hard_masking,worlds/l/mjc_half_cheetah.json,7
189.87549,0.9667969,0.86865234,0,hard_masking,worlds/l/mjc_swimmer.json,7
207.03564,0.5576172,0.5253906,0,hard_masking,worlds/l/mjc_walker.json,7
84.04785,0.99658203,0.9946289,0,hard_masking,worlds/l/h17_unicycle.json,7
48.65332,0.99365234,0.9404297,0,hard_masking,worlds/l/chain_lander.json,7
